listing_id,id,date,reviewer_id,reviewer_name,comments,tema_principal,sentimiento,sentimiento_etiqueta
1699634,102570894,2016-09-18,94083878,Sol,"Todo perfecto, el departamento muy cómodo y en una hermosa ubicación, Héctor muy amable, estuvo en todos los detalles para hacer nuestro hospedaje muy placentero. 100% recomendable.  ",Atención,0.0,Neutral ⚪
25876,476627063,2019-06-26,251426588,Solita,Very safe place.,Instalaciones,0.65,Positivo ✅
27365514,444841149,2019-04-28,5331299,Carolina,"El departamento es pequeño pero bastante cómodo y muy bien equipado.
Súper luminoso y la ubicación en nuestro caso fue exactamente la que queríamos.
Agradecemos mucho la hospitalidad de todos los administradores, la cálida recepción y las respuestas inmediatas a todas nuestras consultas.
Muchas gracias y esperamos regresar en nuestra próxima visita a Buenos Aires.",Instalaciones,0.0,Neutral ⚪
30801774,499521338,2019-07-31,118198519,Marisa,Nos gustó mucho el departamento de Sylvia! Muy bien ubicado para los que quieran un lugar tranquilo y cerca de todas las comodidades :),Ubicación,0.5,Positivo ✅
32586151,489829088,2019-07-17,117287808,Tiguidanké,"Adriana es una persona muy amable y sonriente. Si tiene tiempo, elle tiene muchas cosas de su vida a contar :)",Atención,0.5,Positivo ✅
12273478,252877803,2018-04-12,60455682,Josefine,"Fantastisk hyggelig lejelighed! Den ligger ikke helt centralt i byen, men meget tæt på den nærmeste metro så man er hurtigt inde i centrum. Kvarteret er dog også hyggeligt og ikke for turistet. Silvia var en virkelig sød og rar vært som fik os til at føle os hjemme og gav os gode tips til området og transport. Vi nød at vi kunne bruge køkkenet og den meget skønne og flotte tagterrasse. Helt klart et besøg værd og vil kun anbefale det!",Ubicación,0.0,Neutral ⚪
928193,63162144,2016-02-21,28256170,Tyler,"Marina was an excellent host! She communicated clearly and was accommodating when our ferry arrived later than expected. Her apartment is amazing and was the perfect size for two people traveling together. The area around her apartment was amazing as well--tons of bars, restaurants, and parks nearby. Thanks Marina!",Ubicación,0.43125,Positivo ✅
18691391,474754707,2019-06-23,3608755,Ruby,"I already read the reviews before I booked and they are exactly as stated from other guests. Great communication, flexible, and always responsive. Thank you for the stay!",Atención,0.375,Positivo ✅
21397664,348830360,2018-11-15,186854066,Íria,"A casa é bem localizada, tem fácil acesso a estações de metro e ônibus e supermercados. Agustina é disposta é bem solicita, entretanto tivemos alguns problemas com relação a limpeza da casa e ao funcionamento de alguns eletrodomésticos.",Ubicación,0.0,Neutral ⚪
37916376,547047821,2019-10-14,125094694,Robert,"Cercano a todo! subte a 300 metros, su anfitriona siempre atenta a todo",Ubicación,0.0,Neutral ⚪
3731650,68889211,2016-04-07,21124316,Jarlath,"Fernando is a very welcoming host. He helped us with the best way to the apartment from the airport. He wasn't able to receive us, as our flight was delayed, but had one of his neighbours ready with the keys and checked up on us in person after a few days. He is attentive with responses through email and (Hidden by Airbnb) within the hour usually.
The apartment is central with San Telmo around the corner and the city centre and Puerto Madero a 5 min walk. The interior is grand with tall ceilings, windows and doors. The generous bedroom has the only external window, with the living room and entrance hall taking light from the buildings internal courtyard. The kitchen is small but has everything you need. The bathroom compensates for the small kitchen.
I would recommend this for people on medium to long stays, we stayed a month. There is some ambient noise but no more than one would expect in any city (although some of the ambient noise is tango music so maybe one would not expect it in 'any' city) . It is a great place for tourists trying to get the most out of Buenos Aires as it close to buses and the subway. We will definitely return here if our travels take us back to BA.",Ubicación,0.14015151515151517,Positivo ✅
15054150,314311945,2018-08-26,119854720,Paula,Lindo departamento. Buena relación precio calidad,Precio/Calidad,0.0,Neutral ⚪
5521452,292694943,2018-07-18,200268394,Luciano,Muy confortable. Barrio muytranquilo ,Ubicación,0.0,Neutral ⚪
39364195,592658116,2020-01-13,132998396,Christian,"El dapartamneto, super bonito, limpio con mucho estilo, todos los servicios, algunos extras que no imagine. Pablo muy atento con cualquier duda para llegar y ubicar el. Está muy bien ubicado y no solo eso un barrio cómodo y tranquilo. Sin duda me hospedaria de nuevo ahí",Limpieza,0.3333333333333333,Positivo ✅
19839499,220921771,2017-12-24,157329236,Eduardo,"Great place and location.
Fernando is a fantastic host, thank you for all your help and also for arranging the transfer. The welcome gift was a unexpected surprice that made it all even better.",Ubicación,0.52,Positivo ✅
8080258,55609029,2015-12-03,39927323,Tomas Socrates,"La experiencia en la casa fue excelente. Cerca de transportes, cerca de lugares de interés, cerca de uno de los parques más lindos de capital federal, cerca de supermercados, dietéticas y restaurants, locales de ropa, en fín de todo.
El loft está cuidado, limpio, es funcional a quien lo habite. Hasta una pareja y 2 hijos podrían dormir cómodos como máximo, sino una pareja está cómoda demás.
Julieta es amable, atenta y responsable, tuve un inconveniente y enseguida se comportó de la mejor manera.
",Limpieza,0.0,Neutral ⚪
36112574,575530802,2019-12-10,20540456,Bilal,"Gaston was a great host. He was friendly and very helpful. His place was clean and in a very convenient location for walking. It was close to a lot of transportation options and amenities on nearby main streets, but off a quiet street which made it a great place to unwind after a long day exploring. I would definitely recommend staying here. I also preferred staying in Recoleta as opposed to the tourist areas like Puerto Madero or microcenter.",Limpieza,0.28583333333333333,Positivo ✅
35970457,547139155,2019-10-14,34483200,Jeremias,"Habitaciones super comodas con todos los servicios y con una ubicacion perfecta, la comunicación muy fluida, facil ingreso y egreso. Todo perfecto",Instalaciones,0.3333333333333333,Positivo ✅
27927364,430357383,2019-03-30,166091441,Sabrina,"Muy lindo lugar, linda zona. Los anfitriones excelentes!!",Atención,0.0,Neutral ⚪
4275585,24953442,2015-01-04,24291175,Ramiro,"Bárbara fue una excelente anfitriona, arregló para nosotros transporte desde el aeropuerto, nos facilitó cambio de moneda y nos recibió con una botella de vino!.
Adicionalmente , ante un pedido especial que le hicimos reaccionó en pocas horas dando solución al 100%.

El apartamento y el barrio están bien..
La localización es realmente estratégica, cerca del Microcentro, Puerto Madero, Teatro Colón, Recoleta , etc .. así como del acceso al transporte público.

El minisuper de Carrefour contiguo al edificio, es una ventaja a la hora de proveerse de alimentos, además existen varios restaurantes y panaderías en la manzana. 



",Ubicación,0.0,Neutral ⚪
38837515,558914163,2019-11-03,150998831,Pablo,"Excelente ubicación, zona segura y tranquila. Agradable y cálido. Muy buena atención de Sandra. 
Recomendable.",Instalaciones,0.0,Neutral ⚪
4278199,449825145,2019-05-07,73608401,M.Cecilia,"Excelente ubicación. Todo a la mano. Barrio precioso. Con un bello balcón. Camas muy cómodas. Sin TV Ni radio. Que al ir con niños, lo extrañan!!!!
Lo pasamos muy bien. En realidad uno solo va a dormir. Cocina cómoda y bien equipada!!!!",Ubicación,0.0,Neutral ⚪
16526540,297238705,2018-07-27,187830821,Maria,"Great location, spotless clean, perfect size for 4 people, plenty of light and very quiet. Very well equipped with appliances.",Limpieza,0.4611111111111112,Positivo ✅
33803660,446001980,2019-04-30,49960930,Yongmin,Nice place. Nice location. Clean room. Funny and kind host. If you stay this place You will get very nice time.,Limpieza,0.5327777777777777,Positivo ✅
18240588,221716135,2017-12-27,135492003,Mar,"La casita es hermosa, decorada con muy buen gusto y ubicada en un barrio muy tranquilo y seguro. Sofía es una excelente anfitriona, y siempre está atenta a que sus huéspedes estén cómodos. Muchísimas gracias x todo!!!",Ubicación,0.0,Neutral ⚪
32990834,477648221,2019-06-28,188148582,Fabiana,"Super Consigliato!!!
Alejandra mi ha accolto nel suo bellissimo monolocale con una graziosa vetrata, la stanza è molto luminosa e piena di tutti i confort necessari. Ho alloggiato nell'appartamento per più di un mese e ho potuto constatare che lo spazio è nuovissimo, molto ben attrezzato e pieno di tutti i confort necessari per una breve o lunga vacanza. Qualsiasi problema è stato risolto da Alejandra in meno di 24h rendendo il mio soggiorno il migliore possibile. La zona è molto ben serivta da metro, pullman e ci sono diversi supermercati e locali molto vicini.  Sicura e ben sorvegliata non ho avuto nessun problema per l'intera durata del viaggio!
Consigliatissima per chi vuole godere le bellezze della capitale argentina in un posto tranquillo e ben collegato.",Ubicación,0.8138020833333331,Positivo ✅
33776097,489825160,2019-07-17,72391164,Tiziana,Hermoso departamento. Cómodo y súper limpio,Limpieza,0.0,Neutral ⚪
2722747,73742607,2016-05-09,19575724,Angie,"Nuestra experiencia en el departamento de Graciela fue muy bueno! Ella es encantadora y amable y el lugar muy cómodo y perfecto para una pareja. Está en una zona con muchos bares y restaurantes. 
La comunicaciones fue sencilla y nos dio consejos de qué hacer en Buenos Aires. Lo recomiendo 100% :)

Gracias por todo Graciela! ",Atención,0.625,Positivo ✅
28204928,432036850,2019-04-02,24417267,Carlos Eugenio,Flavia es una persona amable y atenta. El depto superó las expectativas! Muy contento con la estadía!,Atención,0.0,Neutral ⚪
12252959,400263956,2019-01-11,28709246,Maria,"The apartment is perfect, compact and with a well equipped kitchen. The bed is 5ft/150cm wide and is really comfortable. The aircon works really well and we were so happy to leave our car in the secure carpark while we explored the city. The buses are really easy to use (and directions are on (Hidden by Airbnb) maps) from around the corner into downtown and the metro/underground is only 10 minutes walk in either direction. The pool is great to cool down in after a long day sightseeing. The welcome pack left by Carolina included coffee, tea, bread, eggs, juice, cream cheese and other stuff so we could make breakfast the following day. There was also oil and other condiments in the cupboards so we didn't need to buy them - it has been very rare to find these in other apartments we have stayed in across Central and South America. There is a Carrefor express (mini supermarket) across the road and other larger supermarkets within a 10 minutes walk. There are also many really good restaurants within walking distance. We would stay here again if we were to return to the city and totally recommend it for anyone visiting Buenos Aries and surrounds. Thank you Carolina for your hospitality.",Ubicación,0.22311965811965812,Positivo ✅
32172240,546295495,2019-10-13,276096697,Noelia,Buena ubicación.,Instalaciones,0.0,Neutral ⚪
14090273,426240184,2019-03-20,51501197,Maurício,"O apartamento de Patricia é ótimo! Possui uma localização perfeita, muito próximo de vários comércios, restaurantes, bares e transporte público. Super arejado e iluminado. Ela foi super atenciosa e nos permitiu sair depois do horário previsto de checkout. Recomendo muito!",Atención,0.375,Positivo ✅
5414540,32913311,2015-05-23,3055587,Alessandro,"Comfortable and clean apartment in a very safe and central area of Buenos Aires. Close to the Retiro railway and bus station. We met Santiago, the owner, the first day and he came to greet us and take the keys the day of our departure. He is a very nice and friendly host. I surely recommend this accommodation.",Limpieza,0.41520833333333335,Positivo ✅
24831530,298685485,2018-07-29,90353787,Krongnon,Excelente localização e ótima acomodação. Lugar seguro e com boas opções de lazer e transporte. Recomendo a todos ,Instalaciones,0.0,Neutral ⚪
17074751,138855321,2017-03-21,118225174,Patricia,The host canceled this reservation 9 days before arrival. This is an automated posting.,Atención,0.0,Neutral ⚪
37238257,506408392,2019-08-10,164794214,Florencia,"El depto es hermoso, un poco ruidoso porque está en planta baja pero es muy cómodo igual, el patio me encanto. Un poco estricto el horario de check out pero re volvería.",Atención,0.0,Neutral ⚪
5228827,467620030,2019-06-10,88299069,Diana,El lugar está muy buen ubicado y es muy cómodo. La comunicación es muy buena,Instalaciones,0.0,Neutral ⚪
4489063,94521331,2016-08-16,19819703,Jonathan,"-- The best place to stay in Buenos Aires! --
I had the best time in Buenos Aires - thanks to Ana! Ana is the most welcoming host you can imagine. I spent three weeks at Ana's place and felt at home from the very first second. The apartment is just overwhelming: best neighborhood in BsAs, amazing view, safe building, wonderful apartment and fantastic room to stay in! You'll have everything you need, and more...!

-- El mejor lugar en Buenos Aires --
Fui en BsAs por tres semanas y fue un tiempo maravilloso. Ana es una persona increíble. Me ayudó con varias cosas; de leccíones en español a consejos como disfrutar BsAs el más posible. 
El apartamento es perfecto: es en el mejor barrio de BsAs, es muy seguro, tiene una vista maravillosa, también hay una piscina, una sauna y un gimnasio en el edificio. Todo es muy limpio y elegantemente habilitado.",Limpieza,0.5499999999999999,Positivo ✅
29010347,538291250,2019-09-29,135906062,Martin,"Extraordinario lugar. Excelente ubicación. Detalles muy cuidados en el departamento. Muy buena comunicación y la mejor onda Cecilia, gran host. Un lugar para repetir sin dudas. Absolutamente recomendable",Atención,0.0,Neutral ⚪
10175840,114070624,2016-11-15,84583533,Karen,The apartment is really cozy and fits the images in the site. It is close to everything and have nice places to eat and visit. I would recommend it for anyone in doubt about where to stay and have all the amenities closer to their place. Thumbs up for the hosts who were really helpful when I needed assistance.,Atención,0.20000000000000004,Positivo ✅
30223845,581676597,2019-12-25,71622034,Elena,"We spent a really nice time in Sonia's place, it is very stylish, cosy and clean. Looks exactly as on photos. Bed was very comfortable. Bathroom with shower cabin, good cold and hot water pressure, shampoo, towels. We didn't cook, but kitchen is fully equipped, there is such possibility. For hot weather there are fans in both rooms. Flat is placed on 3rd floor, without elevator. Neighborhood is quiet, there are several bus stops just around the corner. We chose this location as my friends dad is living very close, so for us was perfect. To main touristic places it is possible to get by bus.  Sonia responses fast, for check in/out we agreed and met in time.  I would definitely stay in Sonia's place again.",Limpieza,0.21087301587301588,Positivo ✅
32882227,435167785,2019-04-09,126128512,Federico,"Hola Maxime. Muchas gracias por hospedarnos en tu casa. La ubicación del departamento es muy buena, cerca del subte y de muchas líneas de colectivo. El barrio hermoso. Muy confortable el departamento. Espero que podamos volver a ir. Abrazo!!!",Ubicación,0.0,Neutral ⚪
4032308,36591838,2015-06-29,6225363,Jorge,"I had an awesome time at Lucas's place, he hast everything sorted out, and the apartment its perfect, I run into some issue and he was kind enough to help. I really recommend staying at his place. ",Atención,0.56,Positivo ✅
40448889,608403037,2020-02-20,237443625,Julian,Muy lindo el dpto. La zona es buenisima y Gladys muy atenta con una comunicacion rapida. Muy bueno todo.,Instalaciones,0.0,Neutral ⚪
287756,8956665,2013-11-28,9399568,Pam,"Thank you so much for an absolutely wonderful experience. The apartment was darling, just as it looks on the site and the inner courtyard and shared common area were such a wonderful surprise. Just charming!!!!!!! The apartment is ideally located in Palermo and Mariano and his assistant, Leo, couldn't have been more gracious and helpful!!!! We loved staying there and really hope we have a chance to again!!!! Thank you so very much, Pam and Ally",Atención,0.5206901041666666,Positivo ✅
26837437,593596350,2020-01-16,302606615,Martin,"Thank you Francisco for your kindest and hospitality. We felt like at home in your lovely place. We are definitely coming back for sure. In my humble opinion and after living in Buenos Aires most of my entire life, the Location, the Views and having the chance to have everything you may need walking distance, makes your Apt. Unique!!!",Ubicación,0.254052734375,Positivo ✅
33331074,560059341,2019-11-05,210741357,William Andrés,"Súper recomendado, espacio muy completo y con la mejor energia. Excelente ubicación.",Instalaciones,0.0,Neutral ⚪
36879561,545502180,2019-10-12,50818433,Silvia,"El dpto de Isabel es muy cómodo y limpio. Está muy bien ubicado muy cerca del subte. La zona es muy linda . Isabel es muy atenta , responde inmediatamente ante cualquier consulta . Lo pasamos muy bien!!",Limpieza,0.0,Neutral ⚪
16244275,226984027,2018-01-13,139668035,Lizbeth,"Dpto recomendable, la anfitriona   hospitalaria y amable, buena ubicación.",Atención,0.0,Neutral ⚪
32033684,566070092,2019-11-18,6941101,Till,"Great place for good value. The kitchen has a lot of equipment. Proximity to Dorrego metro (subte) station and Parque Los Andes (playgrounds) are a great plus, especially if you're travelling with children, and shops and groceries are just around the block. Would stay there any time again.",Ubicación,0.575,Positivo ✅
146648,26909872,2015-02-22,24077597,Christopher,"Lovely apartment in a great Recoleta location so conveniently located to the Subway.  It's the people and the little touches that so often make the difference. Your welcoming smiles, a bowl fresh fruit on the table, and a willingness to stay and answer all of lengthy questions about Buenos Aires. You will never know how much we appreciated the late check out.
Cosmopolitan Studio is highly recommended.

Chris & Janet, Bainbridge island, WA, USA",Ubicación,0.1840625,Positivo ✅
8916522,360388105,2018-12-20,3526666,Esteban,"Fantástico departamento en una zona muy cómoda y segura de buenos aires. cerca de shoppings, bares, restaurants, y mercados. No lo conocimos a Joaquín personalmente pero siempre fue muy amable y nos permitió dejar el departamento a las 15hs. la limpieza es excelente y todo en el departamento funciona perfecto. Muy recomendable el café que se encuentra abajo del edificio para desayunar o almorzar (Ol'days Coffee). Los fines de semana puede ser un poco ruidoso por encontrarse en el primer piso del edificio pero nada muy grave. En definitiva es un departamento que recomiendo y al cual volvería sin dudarlo.",Ubicación,0.0,Neutral ⚪
325631,537378105,2019-09-28,71934524,Alejandro,"Este monoambiente es una pequeña joya dentro de un edificio más bien viejo, ubicado en una calle de poco encanto. Desde la llegada Florencia te hace sentir que has ""llegado a casa"", en particular con nosotros fue super paciente dado que nuestro vuelo llegó en la madrugada por ende estuvimos haciendo el check-in a una hora poco convencional. A pesar de eso, Florencia nos recibió con una sonrisa y sin prisas nos mostró todo lo que necesitábamos saber del apartamento, incluso se tomo la molestia de darnos recomendaciones para que nuestros días en Buenos Aires sean memorables. 
El espacio es pequeño, sobretodo el baño, pero se entiende que en ciudades grandes esta es una característica común.",Atención,0.25,Positivo ✅
30263373,578366953,2019-12-17,249806447,Ben,"This is a lovely apartment and we had a great time there. Set over two floors it has big, luxurious rooms and a delightful kitchen and large balcony upstairs. One of our best Airbnb experiences. Excellent location too",Ubicación,0.6448979591836734,Positivo ✅
2834372,237850855,2018-02-24,7207279,Jonathan,"This is a terrific location for spending time in Buenos Aires. My son and I spent five nights in Buenos Aires. The apartment is in a nice neighborhood, a close walk to many good restaurants, the subway and other activities. Alejandra's husband met us for the check-in and was nice to show us around the neighborhood and give us tips for restaurants. Alejandra was also quick to reply to any questions. We enjoyed our stay very much!",Ubicación,0.33333333333333337,Positivo ✅
17327795,422633574,2019-03-11,243105914,Milka,"Es un lugar místico, la decoración es bastante peculiar con máscaras y sombreros que dan la impresión de estar en Europa (Venecia y España).",Instalaciones,0.0,Neutral ⚪
34885192,523867986,2019-09-04,44471832,Dina,Todo excelente! Departamento muy comodo con impecable calefación. Ubicación increible. Federico es muy amable. Es un placer de conoserlo.,Atención,0.0,Neutral ⚪
20034814,215952234,2017-12-02,103829592,Shanna,"The apartment was amazing! We were in Buenos Aires for business and it was a 10 minute walk to Puerto Madero, so close to the San Telmo Market.  It was so clean and the decoration was modern with a vintage taste. Malena made sure that we were comfortable throughout our entire stay from arrival to departure. I highly recommend staying here, I'm definitely coming back!",Limpieza,0.2640740740740741,Positivo ✅
24019303,274178139,2018-06-08,166292838,Ramiro Damian,"El departamento muy lindo y cómodo, buena ubicacion y predisposición para todo. ",Instalaciones,0.0,Neutral ⚪
26527862,526841524,2019-09-09,131843845,Alejandro,"Excelente ubicación, departamento con todos los servicios y muy limpio. Muy buena seguridad las 24 hs. Mejor imposible.",Limpieza,0.0,Neutral ⚪
982269,206652849,2017-10-26,13461819,Sam,"Great location, comfortable bed, and very kind, responsive hosts.  On top of that, it has a great view!  I would love to stay here again.",Ubicación,0.6633333333333334,Positivo ✅
16124764,147214851,2017-04-25,116312110,Jose Antonio,"El señor Hernán es excelente anfitrión es una persona muy atenta estuvo pendiente de mi familia desde que llegamos hasta la salida de su departamento, el departamento es súper cómodo es muy amplio aparte es muy céntrico a los supermercados y líneas de transportes, la zona cuenta con muchas áreas de recreación lo recomiendo 100 % ",Instalaciones,0.0,Neutral ⚪
22262844,220919329,2017-12-24,38197802,Bryce,Comfortable apartment and good location. Very positive experience.,Ubicación,0.46515151515151515,Positivo ✅
27648436,487876979,2019-07-14,272129747,Alejandro,"El departamento de Joaquin ha sido exacto como se ve en las fotos. Es un departamento muy bonito, con estilo y excelentes muebles. Es muy amplio para tratarse de un solo ambiente, con una division que separa la zona de la cama con el living y la cocina como si fuera dos ambientes separados.  El balcón y la vista abierta es un gran plus. 
El edificio es moderno, con amenities y en buen estado de conservación y la zona donde se ubica el departamento es perfecta. Lo suficientemente cerca del centro de Buenos Aires, pero en la zona de Recoleta que permite disfrutar de la Buenos Aires más elegante y distinguida con sus restaurantes, cafes y paseos, pero a unos minutos de taxi y también caminando de muchos de los tradicionales lugares para visitar si se esta por turismo. 
El internet por wifi que he usado bastante por mi trabajo funciona excelente, y la televisión por cable cuenta con varios canales y funciona bien. 
Self check in and self check out hace que todo sea muy fácil y el departamento esta equipado para que uno no necesite nada. 
Dos gestos a destacar:  
1. la gentileza de Joaquin de permitirme hacer un early check in atento que mi vuelo aterrizó muy temprano por la mañana. 
2.  Al llegar había una Rhodesia (típica golosina argentina) esperando a mi llegada, que es un pequeño gesto de bienvenida que siempre se valora y produce una sonrisa al arribar a un lugar. 
No se lo pierdan y definitivamente será mi lugar en mi próxima visita a Buenos Aires.",Ubicación,0.1,Neutral ⚪
33450565,560657197,2019-11-07,118821302,Rodolfo,The apartment is better than what it seems by the pictures and the location is unbeatable.,Ubicación,0.5,Positivo ✅
30306295,402467311,2019-01-18,232418377,Juan,"Es un Apartamento de espacio acogedor, muy limpio y con todas las comodidades, agua caliente, TV, Radio y puedes cocinar ya que tiene muchos implementos de cocina (menos licuadora), muy cerca a muchos sitios turisticos y de distracciòn, lo recomiendo 100%; la anfitriona (Yanina) es muy amable y muy diligente a la hora del check in/out, muchas veces sin importar la hora de llegada o salida.",Limpieza,0.0,Neutral ⚪
2351959,498263000,2019-07-29,276900425,Juliana,"El depto tal cual a las fotos, todo prefecto sin ningun problema. Adriana excelente como anfitriona, siempre atenta y muy amable!!",Atención,0.0,Neutral ⚪
982159,8641663,2013-11-10,1689423,Laura,Jonathan was a fantastic host who ensured my stay in his apartment was as comfortable as possible. He was always available to answer questions and assisted with information about Buenos Aires. The apartment is comfortable and well equipped and an easy location just one block from a subway line.,Ubicación,0.33888888888888885,Positivo ✅
14680323,131723590,2017-02-13,14052056,David & Janet,"Great location and apartment. Has everything you need. Close to transportation and us very waksnle.
Our host was very accommodating with check in/out and was very responsive. I would recommend this place and would be happy to stay here again next time we are in Buenos Aires ",Ubicación,0.3666666666666667,Positivo ✅
27047950,400263585,2019-01-11,17892368,Olivia,"This place was the nicest of the Airbnb’s we stayed in Buenos Aires! Awesome location in Palermo, walking distance to outstanding shops, markets, and restaurants. The space was updated and clean. We really enjoyed our stay!",Limpieza,0.6229166666666667,Positivo ✅
39019682,564676821,2019-11-16,249668689,Christian,"Gabriela es atenta y amable. El departamento es impecable. Excelente relación costo-beneficio, espacioso, cómodo, limpio. Nos recibió con jugos y galletitias, agua, elementos básicos de limpieza. Volvería a hospedarme en ese lugar de vuelta!!",Limpieza,0.0,Neutral ⚪
33314654,498269553,2019-07-29,273611277,Natalia,"Muy  bien ubicado  para todos  aquellos que quieran  estar en enl centro .Muy  bien decorado , buenas  camas,  todo perfecto .Gabriela  muy  amable  y  atenta  .Muy recomendable",Atención,0.0,Neutral ⚪
24833626,439222311,2019-04-18,216289105,Taylor,"Great location, many amenities nearby",Ubicación,0.65,Positivo ✅
17005861,296304400,2018-07-25,199638107,Gustavo,Esta muy bien ubivado. A tres cuadras del casco histórico de la ciudad. El dto. no tiene buena vista en sus ventanas pero tiene mucha luz y es moderno y limpio.,Limpieza,0.0,Neutral ⚪
2057200,27466712,2015-03-05,7500256,Simon,"Emilio and Flavia were really great hosts, really helpful.Moreover Our host speaks many languages.Casa Kholi is a pleasant place to stay.  Our flat were tiny and cosy. The entire building built by Emilio was charming. San telmo is probably the best district for a touristic journey. We recomend it ++++! Thanks for your welcome, hope to see you again",Atención,0.4462121212121212,Positivo ✅
36634912,609204583,2020-02-22,303721208,Fernando,"Ubicación perfecta,  hospitalidad super.....",Instalaciones,0.3333333333333333,Positivo ✅
1777659,58495771,2016-01-03,39165785,Martin,"Augustin has been an excellent host. He warmly welcomed us at the flat at the proposed time and gave us excellent recommendations to all the various things to do in BA. He was very forthcoming making taxi reservation etc.
The flat is exactly as described and is in a perfect location to explore BA. Public transport is close by and the neighbourhood is full of restaurants, cafes and clubs.
Argentinian nights a long and also loud, which you should not mind coming to an ""in-location"" ",Ubicación,0.3384615384615384,Positivo ✅
19520513,173080819,2017-07-22,7508800,Jorge Daniel,"Apartamento luminoso, excelente vista. Ideal para quien viene a descansar. Zona residencial de gran nivel, segura. Muy buen gusto en decoración y disposición del mobiliario. Apto nuevo, prácticamente lo estrenamos.",Instalaciones,0.9,Positivo ✅
36059724,543338370,2019-10-07,234727805,Cesar,"Lugar muy agradable y acogedor, de buen estilo y en un barrio que está todo pasando. Lo recomendamos totalmente",Ubicación,0.0,Neutral ⚪
1883437,60791159,2016-01-27,4679710,Luis,la suegra de Facundo estuvo esperandonos y presta para darnos indicaciones para disfrutar al máximo el departamento. Estuvieron todo el tiempo en comunicacion con nosotros.FAcundo personalmente nos visitó dos veces.Fueron extremadamente cordiales y abiertos a nuestras necesidades.El lugar estaba justo donde queriamos alojarnos en Buenos Aires y todo fue como el anuncio lo decia. Recomendaria altamente este lugar,Instalaciones,0.0,Neutral ⚪
138690,145295227,2017-04-17,11985430,Kelvin,"Fabiana's place is a lovely, amazing retreat in a quiet, charming part of Buenos Aires. I'd highly recommend it to anyone looking for a charming, sun-lit, home for their stay in the city.",Instalaciones,0.44333333333333336,Positivo ✅
25867221,487916471,2019-07-14,9500175,Joaquín,"El departamento es muy espacioso y luminoso. Decoración moderna. Servicios impecables (agua caliente y refrigeración central). Una cama gigante, muy cómoda lo mismo que las almohadas. Todo dentro de un edificio que fue hotel, con sus ascensores antiguos y vitraux alemanes originales. 

La ubicación es inmejorable. A dos cuadras de la Casa Rosada (sede del gobierno nacional) y del barrio de San Telmo, uno de los más antiguos de Buenos Aires. Muy cerca de varias líneas de subterráneo (metro) y de otro barrio, uno de los más nuevos, Puerto Madero. Un agente de policía casi todo el día recorría la cuadra del edificio. 

El anfitrión estuvo siempre muy atento, a través de WA, a nuestras inquietudes, antes y durante la estadía. 

Es el lugar que voy a recomendar a mis amigos para disfrutar de Buenos Aires.",Ubicación,0.0,Neutral ⚪
17227036,219886394,2017-12-19,11948819,María Dolores,"El departamento de Leandro tiene una terraza muy linda. La atención fue muy buena. Hay cosas que mejorar como el WiFi, las goteras y los colchones, pero es una buena opción para conocer Buenos Aires con un costo accesible de hospedaje.",Precio/Calidad,0.0,Neutral ⚪
6157524,50077522,2015-10-09,41239372,Clemens,"Paul was a very welcoming guy, helping me on the first day to get my electronic metro card, showing me around were to get the things I needed and offered always help. 
The apartment was as discribed and always very clean. However, its style suited the San Telmo district atmosphere well as most things were old fashioned and had not been renovated for a while (e.g. old walls).
The location was perfect, Bus lines and metro stations were within 2 minutes walking distance and also afordable good restaurants were close by. 
In essence, Paul is a very nice guy, the apartment is clean, but old, and the location is close to be perfect.  ",Limpieza,0.4644444444444445,Positivo ✅
29395973,450137509,2019-05-08,84060703,Clara,"El depto de Gabriela es muy lindo y cómodo, bien ubicado, estaba muy limpio, y tanto Gabriela como Sol fueron muy amables y contestaron muy rápidamente mis preguntas. También fueron muy flexibles con el check in y el check out. Muy recomendable el departamento!",Limpieza,0.0,Neutral ⚪
36523136,613151607,2020-03-01,35577054,Giel & Jessica,"Stylish place in a great area of Buenos Aires, lots of bars and restaurants on walking distance. Bed and shower were very comfortable.",Ubicación,0.6066666666666667,Positivo ✅
24474522,326550263,2018-09-22,55134029,Roman,Muy buena ubicación en un barrio tranquilo pero con muchas posibilidades para comer y visitar los lugares del centro. Hay todo necesario en el departamento y se pueden mejorar la limpieza es un lugar muy cómodo.,Ubicación,0.0,Neutral ⚪
27631,176130759,2017-07-30,28372706,Nicolás,"Pasé una estadia muy agradable en el departamento de Inés durante unos pocos días. El departamento es amplio, esta bien equipado y en una excelente ubicación. No es un lujo, pero hay una muy buena relación calidad precio. Puede ser un poco frío en invierno, pero la propietaria hace bien en dejar algunas estufas para balancear. Tuvimos una buena comunicación con Inés y nos facilitó la llegada y salida. Recomiendo.",Precio/Calidad,0.0,Neutral ⚪
2385890,16220134,2014-07-23,10051555,Andrew,"My wife and I had a great time staying at Barbara's apartment. The apartment is lovely and the location is good for getting into the city centre and for food and drinks.
Thanks Barbara",Ubicación,0.55,Positivo ✅
5294790,53369952,2015-11-08,12071085,Santiago,"Felisa es una persona muy cálida que no reparó en esfuerzos para hacer mi estancia en su casa mejor que en la mia propia.
La ubicación de la casa es óptima en cuanto a comunicaciones y entretenimientos. El departamento es suficientemente amplio y muy limpio, las instalaciones sanitarias son muy buenas. Espero poder volver en mi próximo viaje a Buenos Aires.",Limpieza,0.0,Neutral ⚪
